UserID,Title,Rating,TitleRank
1,One Flew Over the Cuckoo's Nest (1975),5,1
1,"Bug's Life, A (1998)",5,1
1,Ben-Hur (1959),5,1
1,"Christmas Story, A (1983)",5,1
1,Beauty and the Beast (1991),5,1
1,"Sound of Music, The (1965)",5,1
1,Awakenings (1990),5,1
1,Back to the Future (1985),5,1
1,Schindler's List (1993),5,1
1,Pocahontas (1995),5,1
1,"Last Days of Disco, The (1998)",5,1
1,Cinderella (1950),5,1
1,Apollo 13 (1995),5,1
1,Toy Story (1995),5,1
1,Rain Man (1988),5,1
1,Mary Poppins (1964),5,1
1,Dumbo (1941),5,1
1,Saving Private Ryan (1998),5,1
2,Shine (1996),5,1
2,"Few Good Men, A (1992)",5,1
2,"Hustler, The (1961)",5,1
2,Gladiator (2000),5,1
2,"Hunt for Red October, The (1990)",5,1
2,Simon Birch (1998),5,1
2,Stand by Me (1986),5,1
2,"Green Mile, The (1999)",5,1
2,Gandhi (1982),5,1
2,Braveheart (1995),5,1
2,Close Encounters of the Third Kind (1977),5,1
2,On the Waterfront (1954),5,1
2,Amadeus (1984),5,1
2,"Remains of the Day, The (1993)",5,1
2,Jurassic Park (1993),5,1
2,Doctor Zhivago (1965),5,1
2,Die Hard 2 (1990),5,1
2,One Flew Over the Cuckoo's Nest (1975),5,1
2,Dances with Wolves (1990),5,1
2,Star Wars: Episode V - The Empire Strikes Back (1980),5,1
2,"Silence of the Lambs, The (1991)",5,1
2,Rocky (1976),5,1
2,On Golden Pond (1981),5,1
2,Chariots of Fire (1981),5,1
2,True Lies (1994),5,1
2,October Sky (1999),5,1
2,Gone with the Wind (1939),5,1
2,Lethal Weapon 3 (1992),5,1
2,Driving Miss Daisy (1989),5,1
2,As Good As It Gets (1997),5,1
2,"Shawshank Redemption, The (1994)",5,1
2,Forrest Gump (1994),5,1
2,Dead Poets Society (1989),5,1
2,"Graduate, The (1967)",5,1
3,"Fish Called Wanda, A (1988)",5,1
3,"Edge, The (1997)",5,1
3,Stand by Me (1986),5,1
3,Blade (1998),5,1
3,Star Wars: Episode IV - A New Hope (1977),5,1
3,Unforgiven (1992),5,1
3,"Rock, The (1996)",5,1
3,"Bug's Life, A (1998)",5,1
3,"Princess Bride, The (1987)",5,1
3,Raiders of the Lost Ark (1981),5,1
3,Young Guns (1988),5,1
3,Caddyshack (1980),5,1
3,Butch Cassidy and the Sundance Kid (1969),5,1
3,Blazing Saddles (1974),5,1
3,Monty Python and the Holy Grail (1974),5,1
4,"Hustler, The (1961)",5,1
4,Star Wars: Episode IV - A New Hope (1977),5,1
4,Saving Private Ryan (1998),5,1
4,Raiders of the Lost Ark (1981),5,1
4,Rocky (1976),5,1
4,Jaws (1975),5,1
4,"Good, The Bad and The Ugly, The (1966)",5,1
4,Run Lola Run (Lola rennt) (1998),5,1
4,Goldfinger (1964),5,1
4,"Terminator, The (1984)",5,1
5,Delicatessen (1991),5,1
5,Velvet Goldmine (1998),5,1
5,"Bridge on the River Kwai, The (1957)",5,1
5,Being John Malkovich (1999),5,1
5,Beautiful Thing (1996),5,1
5,"Usual Suspects, The (1995)",5,1
5,Paris Is Burning (1990),5,1
5,All About My Mother (Todo Sobre Mi Madre) (1999),5,1
5,"Thin Red Line, The (1998)",5,1
5,"Bug's Life, A (1998)",5,1
5,"Matrix, The (1999)",5,1
5,Topsy-Turvy (1999),5,1
5,Edward Scissorhands (1990),5,1
5,GoodFellas (1990),5,1
5,Election (1999),5,1
5,Reservoir Dogs (1992),5,1
5,"Maltese Falcon, The (1941)",5,1
5,"Big Lebowski, The (1998)",5,1
5,Rushmore (1998),5,1
5,Big Night (1996),5,1
5,"City of Lost Children, The (1995)",5,1
6,Romancing the Stone (1984),5,1
6,Anastasia (1997),5,1
6,"Sound of Music, The (1965)",5,1
6,Murphy's Romance (1985),5,1
6,Pocahontas (1995),5,1
6,Jeremiah Johnson (1972),5,1
6,Pretty Woman (1990),5,1
6,Gypsy (1962),5,1
6,Keeping the Faith (2000),5,1
6,"Patriot, The (2000)",5,1
6,West Side Story (1961),5,1
6,"Straight Story, The (1999)",5,1
6,Dirty Dancing (1987),5,1
6,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",5,1
6,My Fair Lady (1964),5,1
6,Erin Brockovich (2000),5,1
6,Grease (1978),5,1
7,Total Recall (1990),5,1
7,"Hunt for Red October, The (1990)",5,1
7,Terminator 2: Judgment Day (1991),5,1
7,"Rock, The (1996)",5,1
7,Enemy of the State (1998),5,1
7,Star Wars: Episode V - The Empire Strikes Back (1980),5,1
7,"Matrix, The (1999)",5,1
7,True Lies (1994),5,1
7,"Exorcist, The (1973)",5,1
7,"Fugitive, The (1993)",5,1
7,In the Line of Fire (1993),5,1
7,Patriot Games (1992),5,1
7,Braveheart (1995),5,1
7,Saving Private Ryan (1998),5,1
7,Clear and Present Danger (1994),5,1
8,Natural Born Killers (1994),5,1
8,Jerry Maguire (1996),5,1
8,Total Recall (1990),5,1
8,Moll Flanders (1996),5,1
8,Pulp Fiction (1994),5,1
8,"Green Mile, The (1999)",5,1
8,Terminator 2: Judgment Day (1991),5,1
8,American Beauty (1999),5,1
8,Groundhog Day (1993),5,1
8,"Thin Red Line, The (1998)",5,1
8,"Postino, Il (The Postman) (1994)",5,1
8,"Matrix, The (1999)",5,1
8,Buffalo 66 (1998),5,1
8,Desperado (1995),5,1
8,Hamlet (1996),5,1
8,Rudy (1993),5,1
8,Akira (1988),5,1
8,Ghost in the Shell (Kokaku kidotai) (1995),5,1
8,Good Will Hunting (1997),5,1
8,Edward Scissorhands (1990),5,1
8,Chasing Amy (1997),5,1
8,Fargo (1996),5,1
8,Heaven & Earth (1993),5,1
8,GoodFellas (1990),5,1
8,Interview with the Vampire (1994),5,1
8,Backdraft (1991),5,1
8,Titanic (1997),5,1
8,Patriot Games (1992),5,1
8,North by Northwest (1959),5,1
8,Gattaca (1997),5,1
8,Braveheart (1995),5,1
8,Taxi Driver (1976),5,1
8,Saving Private Ryan (1998),5,1
8,What's Eating Gilbert Grape (1993),5,1
8,Jurassic Park (1993),5,1
8,Hard-Boiled (Lashou shentan) (1992),5,1
8,"Mariachi, El (1992)",5,1
8,Shakespeare in Love (1998),5,1
8,Leaving Las Vegas (1995),5,1
8,Welcome to the Dollhouse (1995),5,1
8,American History X (1998),5,1
8,Boogie Nights (1997),5,1
8,"Joy Luck Club, The (1993)",5,1
8,Run Lola Run (Lola rennt) (1998),5,1
8,Arachnophobia (1990),5,1
9,Seven (Se7en) (1995),5,1
9,Toy Story (1995),5,1
9,Dances with Wolves (1990),5,1
9,"Silence of the Lambs, The (1991)",5,1
9,"Matrix, The (1999)",5,1
9,Schindler's List (1993),5,1
9,Searching for Bobby Fischer (1993),5,1
9,"Fugitive, The (1993)",5,1
9,There's Something About Mary (1998),5,1
9,"Shawshank Redemption, The (1994)",5,1
9,Titanic (1997),5,1
9,Contact (1997),5,1
9,Three Kings (1999),5,1
9,Saving Private Ryan (1998),5,1
9,Trainspotting (1996),5,1
9,Life Is Beautiful (La Vita � bella) (1997),5,1
9,Rain Man (1988),5,1
10,"Midsummer Night's Dream, A (1999)",5,1
10,Defending Your Life (1991),5,1
10,"Truman Show, The (1998)",5,1
10,Ever After: A Cinderella Story (1998),5,1
10,"Day the Earth Stood Still, The (1951)",5,1
10,Wallace & Gromit: The Best of Aardman Animation (1996),5,1
10,Mr. Saturday Night (1992),5,1
10,Better Off Dead... (1985),5,1
10,Murphy's Romance (1985),5,1
10,Lost in Space (1998),5,1
10,American Graffiti (1973),5,1
10,Ghost (1990),5,1
10,Apollo 13 (1995),5,1
10,Toy Story (1995),5,1
10,Jumanji (1995),5,1
10,Phenomenon (1996),5,1
10,Michael (1996),5,1
10,Groundhog Day (1993),5,1
10,Bram Stoker's Dracula (1992),5,1
10,Arsenic and Old Lace (1944),5,1
10,Star Wars: Episode V - The Empire Strikes Back (1980),5,1
10,Dances with Wolves (1990),5,1
10,"Princess Bride, The (1987)",5,1
10,Raiders of the Lost Ark (1981),5,1
10,Superman (1978),5,1
10,Snow White and the Seven Dwarfs (1937),5,1
10,Beauty and the Beast (1991),5,1
10,"Matrix, The (1999)",5,1
10,"Good Earth, The (1937)",5,1
10,"Dark Crystal, The (1982)",5,1
10,Fried Green Tomatoes (1991),5,1
10,Young Frankenstein (1974),5,1
10,"Close Shave, A (1995)",5,1
10,Guess Who's Coming to Dinner (1967),5,1
10,There's Something About Mary (1998),5,1
10,As Good As It Gets (1997),5,1
10,Stargate (1994),5,1
10,Houseguest (1994),5,1
10,"Little Mermaid, The (1989)",5,1
10,Fantasia (1940),5,1
10,Star Trek: First Contact (1996),5,1
10,Shine (1996),5,1
10,Peter Pan (1953),5,1
10,Somewhere in Time (1980),5,1
10,"Christmas Story, A (1983)",5,1
10,Heart and Souls (1993),5,1
10,"Producers, The (1968)",5,1
10,Interview with the Vampire (1994),5,1
10,Election (1999),5,1
10,My Cousin Vinny (1992),5,1
10,Star Trek: Generations (1994),5,1
10,"Fisher King, The (1991)",5,1
10,"NeverEnding Story, The (1984)",5,1
10,Little Big Man (1970),5,1
10,Breakfast at Tiffany's (1961),5,1
10,"First Wives Club, The (1996)",5,1
10,Indiana Jones and the Last Crusade (1989),5,1
10,Being There (1979),5,1
10,Sleeping Beauty (1959),5,1
10,Close Encounters of the Third Kind (1977),5,1
10,Little Shop of Horrors (1986),5,1
10,Escape to Witch Mountain (1975),5,1
10,West Side Story (1961),5,1
10,Star Wars: Episode IV - A New Hope (1977),5,1
10,Children of a Lesser God (1986),5,1
10,While You Were Sleeping (1995),5,1
10,Benny & Joon (1993),5,1
10,Beetlejuice (1988),5,1
10,My Fair Lady (1964),5,1
10,Sabrina (1954),5,1
10,Roman Holiday (1953),5,1
10,Meet Me in St. Louis (1944),5,1
10,"Wizard of Oz, The (1939)",5,1
10,"Shaggy Dog, The (1959)",5,1
10,Out of Africa (1985),5,1
10,Life Is Beautiful (La Vita � bella) (1997),5,1
10,Hero (1992),5,1
10,Grease (1978),5,1
10,Gone with the Wind (1939),5,1
10,Independence Day (ID4) (1996),5,1
10,Cinderella (1950),5,1
10,"Sixth Sense, The (1999)",5,1
10,Winnie the Pooh and the Blustery Day (1968),5,1
10,Rain Man (1988),5,1
10,Trekkies (1997),5,1
10,Mary Poppins (1964),5,1
10,Labyrinth (1986),5,1
10,Twelve Monkeys (1995),5,1
10,Nell (1994),5,1
10,Forrest Gump (1994),5,1
10,Four Weddings and a Funeral (1994),5,1
10,Cocoon (1985),5,1
10,Elizabeth (1998),5,1
10,Willow (1988),5,1
10,Ferris Bueller's Day Off (1986),5,1
10,"Sound of Music, The (1965)",5,1
10,That Thing You Do! (1996),5,1
10,Christmas Vacation (1989),5,1
10,You've Got Mail (1998),5,1
10,Anna and the King (1999),5,1
10,Scrooged (1988),5,1
10,It's a Wonderful Life (1946),5,1
10,Mr. Smith Goes to Washington (1939),5,1
10,What About Bob? (1991),5,1
10,Mr. Mom (1983),5,1
10,On Golden Pond (1981),5,1
10,Big (1988),5,1
10,William Shakespeare's Romeo and Juliet (1996),5,1
10,October Sky (1999),5,1
10,Patch Adams (1998),5,1
10,Mr. Holland's Opus (1995),5,1
10,Good Will Hunting (1997),5,1
10,Tea with Mussolini (1999),5,1
10,"Shop Around the Corner, The (1940)",5,1
10,Lethal Weapon (1987),5,1
10,"Inspector General, The (1949)",5,1
10,Aliens (1986),5,1
10,White Christmas (1954),5,1
10,"Pajama Game, The (1957)",5,1
10,Sleepless in Seattle (1993),5,1
10,Galaxy Quest (1999),5,1
10,Face/Off (1997),5,1
10,Cat on a Hot Tin Roof (1958),5,1
10,Chicken Run (2000),5,1
10,Back to the Future Part III (1990),5,1
10,"Absent Minded Professor, The (1961)",5,1
10,Willy Wonka and the Chocolate Factory (1971),5,1
10,Blade Runner (1982),5,1
10,"Wrong Trousers, The (1993)",5,1
10,"Fish Called Wanda, A (1988)",5,1
10,Men in Black (1997),5,1
10,Gattaca (1997),5,1
10,FairyTale: A True Story (1997),5,1
10,Far and Away (1992),5,1
10,Contact (1997),5,1
10,"Grand Day Out, A (1992)",5,1
10,Monty Python's Life of Brian (1979),5,1
10,Starman (1984),5,1
10,Dirty Dancing (1987),5,1
10,Shakespeare in Love (1998),5,1
10,Miracle on 34th Street (1947),5,1
10,Splash (1984),5,1
10,Field of Dreams (1989),5,1
10,Tron (1982),5,1
10,L.A. Story (1991),5,1
10,When Harry Met Sally... (1989),5,1
10,E.T. the Extra-Terrestrial (1982),5,1
10,Crocodile Dundee (1986),5,1
10,Never Cry Wolf (1983),5,1
10,Indiana Jones and the Temple of Doom (1984),5,1
10,"Terminator, The (1984)",5,1
10,Darby O'Gill and the Little People (1959),5,1
10,Rosencrantz and Guildenstern Are Dead (1990),5,1
10,"Happiest Millionaire, The (1967)",5,1
11,"Princess Bride, The (1987)",5,1
11,"Silence of the Lambs, The (1991)",5,1
11,There's Something About Mary (1998),5,1
11,Go (1999),5,1
11,As Good As It Gets (1997),5,1
11,"Shawshank Redemption, The (1994)",5,1
11,Sling Blade (1996),5,1
11,"Christmas Story, A (1983)",5,1
11,Awakenings (1990),5,1
11,Heavy (1995),5,1
11,American History X (1998),5,1
11,"Sixth Sense, The (1999)",5,1
11,Forrest Gump (1994),5,1
11,Ferris Bueller's Day Off (1986),5,1
11,American Beauty (1999),5,1
11,"Usual Suspects, The (1995)",5,1
11,What About Bob? (1991),5,1
11,Vacation (1983),5,1
11,Good Will Hunting (1997),5,1
11,Dream With the Fishes (1997),5,1
11,Fargo (1996),5,1
11,Happy Gilmore (1996),5,1
11,Fight Club (1999),5,1
11,So I Married an Axe Murderer (1993),5,1
11,Kalifornia (1993),5,1
11,Reservoir Dogs (1992),5,1
11,Big Night (1996),5,1
11,"Jerk, The (1979)",5,1
11,Thelma & Louise (1991),5,1
12,Raiders of the Lost Ark (1981),5,1
12,"Silence of the Lambs, The (1991)",5,1
12,"Christmas Story, A (1983)",5,1
12,"Wizard of Oz, The (1939)",5,1
12,Citizen Kane (1941),5,1
12,"Godfather, The (1972)",5,1
12,Taxi Driver (1976),5,1
12,"Godfather: Part II, The (1974)",5,1
13,Terminator 2: Judgment Day (1991),5,1
13,Star Wars: Episode V - The Empire Strikes Back (1980),5,1
13,Raiders of the Lost Ark (1981),5,1
13,"Silence of the Lambs, The (1991)",5,1
13,"Matrix, The (1999)",5,1
13,Ben-Hur (1959),5,1
13,Star Wars: Episode IV - A New Hope (1977),5,1
13,Black Beauty (1994),5,1
13,Schindler's List (1993),5,1
13,Lawrence of Arabia (1962),5,1
13,E.T. the Extra-Terrestrial (1982),5,1
14,Being John Malkovich (1999),5,1
14,"Deer Hunter, The (1978)",5,1
14,"Red Violin, The (Le Violon rouge) (1998)",5,1
14,"Sixth Sense, The (1999)",5,1
14,Pulp Fiction (1994),5,1
14,Children of Paradise (Les enfants du paradis) (1945),5,1
15,Frequency (2000),5,1
15,Gladiator (2000),5,1
15,"Patriot, The (2000)",5,1
15,Braveheart (1995),5,1
16,Arachnophobia (1990),5,1
16,"Bug's Life, A (1998)",5,1
16,Desperately Seeking Susan (1985),5,1
16,"Prince of Egypt, The (1998)",5,1
16,"Best Man, The (1999)",5,1
17,"Grifters, The (1990)",5,1
17,"Day the Earth Stood Still, The (1951)",5,1
17,Wallace & Gromit: The Best of Aardman Animation (1996),5,1
17,My Left Foot (1989),5,1
17,Solaris (Solyaris) (1972),5,1
17,Terminator 2: Judgment Day (1991),5,1
17,"Last of the Mohicans, The (1992)",5,1
17,Groundhog Day (1993),5,1
17,One Flew Over the Cuckoo's Nest (1975),5,1
17,Star Wars: Episode V - The Empire Strikes Back (1980),5,1
17,"Silence of the Lambs, The (1991)",5,1
17,Beauty and the Beast (1991),5,1
17,Quiz Show (1994),5,1
17,Ed Wood (1994),5,1
17,Crumb (1994),5,1
17,Back to the Future (1985),5,1
17,Akira (1988),5,1
17,Ghost in the Shell (Kokaku kidotai) (1995),5,1
17,"Rocky Horror Picture Show, The (1975)",5,1
17,"Shawshank Redemption, The (1994)",5,1
17,Heavenly Creatures (1994),5,1
17,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5,1
17,"Big Sleep, The (1946)",5,1
17,"War of the Worlds, The (1953)",5,1
17,Invasion of the Body Snatchers (1956),5,1
17,Star Wars: Episode IV - A New Hope (1977),5,1
17,Toy Story 2 (1999),5,1
17,"Navigator: A Mediaeval Odyssey, The (1988)",5,1
17,"Maltese Falcon, The (1941)",5,1
17,Star Trek IV: The Voyage Home (1986),5,1
17,"20,000 Leagues Under the Sea (1954)",5,1
17,Pleasantville (1998),5,1
17,"Fifth Element, The (1997)",5,1
17,2001: A Space Odyssey (1968),5,1
17,Mad Max 2 (a.k.a. The Road Warrior) (1981),5,1
17,"Sixth Sense, The (1999)",5,1
17,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),5,1
17,Twelve Monkeys (1995),5,1
17,"Bronx Tale, A (1993)",5,1
17,Forrest Gump (1994),5,1
17,Babe (1995),5,1
17,Bound (1996),5,1
17,Total Recall (1990),5,1
17,Gladiator (2000),5,1
17,"Professional, The (a.k.a. Leon: The Professional) (1994)",5,1
17,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",5,1
17,In & Out (1997),5,1
17,Pulp Fiction (1994),5,1
17,"Cider House Rules, The (1999)",5,1
17,L.A. Confidential (1997),5,1
17,American Beauty (1999),5,1
17,"Usual Suspects, The (1995)",5,1
17,Farewell My Concubine (1993),5,1
17,"Fugitive, The (1993)",5,1
17,"Clockwork Orange, A (1971)",5,1
17,Galaxy Quest (1999),5,1
17,Lifeforce (1985),5,1
17,Back to the Future Part II (1989),5,1
17,Alien (1979),5,1
17,Blade Runner (1982),5,1
17,Sleeper (1973),5,1
17,Gattaca (1997),5,1
17,Dune (1984),5,1
17,Saving Private Ryan (1998),5,1
17,Forbidden Planet (1956),5,1
17,"Crimson Pirate, The (1952)",5,1
17,Dark City (1998),5,1
17,"Terminator, The (1984)",5,1
17,Robocop (1987),5,1
18,Who Framed Roger Rabbit? (1988),5,1
18,For Your Eyes Only (1981),5,1
18,"Midsummer Night's Dream, A (1999)",5,1
18,"Wings of the Dove, The (1997)",5,1
18,X-Men (2000),5,1
18,Thunderball (1965),5,1
18,My Left Foot (1989),5,1
18,Stand by Me (1986),5,1
18,Mulan (1998),5,1
18,Aladdin (1992),5,1
18,Terminator 2: Judgment Day (1991),5,1
18,Charlotte's Web (1973),5,1
18,"Last of the Mohicans, The (1992)",5,1
18,"Secret of NIMH, The (1982)",5,1
18,Star Wars: Episode V - The Empire Strikes Back (1980),5,1
18,"Princess Bride, The (1987)",5,1
18,Raiders of the Lost Ark (1981),5,1
18,Snow White and the Seven Dwarfs (1937),5,1
18,Beauty and the Beast (1991),5,1
18,Queen Margot (La Reine Margot) (1994),5,1
18,Desperado (1995),5,1
18,Hamlet (1996),5,1
18,"American Tail, An (1986)",5,1
18,Legend (1985),5,1
18,Fried Green Tomatoes (1991),5,1
18,Akira (1988),5,1
18,Ghost in the Shell (Kokaku kidotai) (1995),5,1
18,Highlander (1986),5,1
18,Lady and the Tramp (1955),5,1
18,"Little Mermaid, The (1989)",5,1
18,"Muppet Christmas Carol, The (1992)",5,1
18,Fantasia (1940),5,1
18,Shine (1996),5,1
18,"Color Purple, The (1985)",5,1
18,"Muppet Movie, The (1979)",5,1
18,"Great Muppet Caper, The (1981)",5,1
18,"Muppets Take Manhattan, The (1984)",5,1
18,Robin Hood (1973),5,1
18,"NeverEnding Story, The (1984)",5,1
18,"Rescuers, The (1977)",5,1
18,Breakfast at Tiffany's (1961),5,1
18,Indiana Jones and the Last Crusade (1989),5,1
18,Sleeping Beauty (1959),5,1
18,"Mis�rables, Les (1998)",5,1
18,Ladyhawke (1985),5,1
18,GoldenEye (1995),5,1
18,Star Wars: Episode IV - A New Hope (1977),5,1
18,Little Women (1994),5,1
18,"Little Princess, A (1995)",5,1
18,"Wizard of Oz, The (1939)",5,1
18,Trainspotting (1996),5,1
18,"Age of Innocence, The (1993)",5,1
18,"Red Violin, The (Le Violon rouge) (1998)",5,1
18,Gone with the Wind (1939),5,1
18,Mad Max 2 (a.k.a. The Road Warrior) (1981),5,1
18,On Her Majesty's Secret Service (1969),5,1
18,"Spy Who Loved Me, The (1977)",5,1
18,Cinderella (1950),5,1
18,"Last Emperor, The (1987)",5,1
18,"Man with the Golden Gun, The (1974)",5,1
18,Driving Miss Daisy (1989),5,1
18,Mary Poppins (1964),5,1
18,Labyrinth (1986),5,1
18,"Breakfast Club, The (1985)",5,1
18,"Crow, The (1994)",5,1
18,Babe (1995),5,1
18,Elizabeth (1998),5,1
18,Willow (1988),5,1
18,"Lion King, The (1994)",5,1
18,Pulp Fiction (1994),5,1
18,L.A. Confidential (1997),5,1
18,American Beauty (1999),5,1
18,"Usual Suspects, The (1995)",5,1
18,"Bug's Life, A (1998)",5,1
18,Schindler's List (1993),5,1
18,Edward Scissorhands (1990),5,1
18,"Goonies, The (1985)",5,1
18,"African Queen, The (1951)",5,1
18,Excalibur (1981),5,1
18,To Kill a Mockingbird (1962),5,1
18,Goldfinger (1964),5,1
18,From Russia with Love (1963),5,1
